tweet_id,summary,crypto_relevance,technical_knowledge,crypto_sentiments,timestamp
1881682761544876173,"The tweet announces the launch of the Velvet AI project, detailing its features and benefits for investors, and promoting engagement for whitelist opportunities.",9,8,"{'$VELAI': 9, '$CWAI': 7, '$EBWL': 6}",2025-02-09T01:48:23.693990
1881758777336275385,"$PEPE is projected to rebound after being oversold, indicating a potential buying opportunity.",8,6,{'$PEPE': 7},2025-02-09T01:48:24.922772
1881814164500525364,"The user shares success in trading with Dexscreener, highlighting a significant profit and high win rate while offering insights into their trading filters.",8,7,{'DEXS': 9},2025-02-09T01:48:26.253544
1881733497855095057,The user shares a list of altcoins they are bullish on while inviting others to suggest additional coins.,9,7,"{'XRP': 8, 'HBAR': 7, 'ALGO': 7, 'XLM': 7, 'XDC': 6, 'FLR': 7, 'LINK': 8, 'AXL': 6, 'DAG': 5, 'ADS': 5}",2025-02-09T01:48:28.203876
1881702576489382087,The tweet expresses enthusiasm about key Romanian figures involved in a DeFi project and highlights potential collaborations in blockchain innovation.,8,6,"{'WORLDLIBERTYFI': 9, 'MULTIVERSX': 8}",2025-02-09T01:48:29.840310
1881748659114537219,"Announcement of Dogstar League's successful launch on Stellar and upcoming developments on Solana, celebrating the community.",8,6,"{'XTAR': 9, 'XLM': 7, 'SOL': 8}",2025-02-09T01:48:31.884952
1881734102698590464,The tweet announces a collaboration between Lepasa and Dexonton to innovate in the DeFi space through advanced technology.,9,7,"{'Lepasa': 8, 'TonDex': 9}",2025-02-09T01:48:33.320798
1881830129661604153,The user expresses excitement about sharing their positive DeFi savings experience with others.,8,6,"{'ETH': 9, 'DeFi': 8}",2025-02-09T01:48:34.753239
1881778820434571738,"The tweet promotes a new AI launchpad $DFAI on the Solana blockchain, highlighting its user-friendly features and expectance of significant market activity.",9,7,"{'$DFAI': 9, 'Solana': 8}",2025-02-09T01:48:36.187593
1881788147316457808,"The tweet announces the public beta launch of Gliquid, a platform for curating DeFi strategies and integrating AI agents.",9,8,"{'LIQUID': 8, 'DEF': 9}",2025-02-09T01:48:37.924232
1881770807824892020,The tweet raises a question about a potentially suspicious follower.,3,2,{},2025-02-09T01:48:38.861287
1881794662291440114,"The tweet promotes the newly launched Transaction History feature on Dashboard V3 for Solana users, highlighting its convenience for tax season.",9,7,"{'SOL': 8, 'STEP': 9, 'JUP': 7, 'MTE': 7, 'RAY': 7, 'MFI': 6, 'KAM': 6, 'TEN': 7, 'ME': 7, 'DIFT': 6, 'FT': 6}",2025-02-09T01:48:40.897279
1881764282729365881,"The tweet invites users to wish for features in a DeFi application, promoting engagement and interaction.",8,4,{'DEFI': 7},2025-02-09T01:48:42.434108
1881846892562444780,"The tweet highlights the positive aspects of the $CFGI community, emphasizing its supportive nature for crypto investors.",8,3,{'$CFGI': 9},2025-02-09T01:48:43.764381
1881811412303155442,"User celebrates the creation of a new token using their AI tool, promoting their DeFi platform.",8,7,"{'$AVAX': 8, '$ETH': 7, '#BASE': 6}",2025-02-09T01:48:45.816247
1881748427668676835,The user announces their new role as an ambassador for FundedBits and promotes upcoming DeFi projects.,9,5,"{'FB': 8, 'DeFi': 9}",2025-02-09T01:48:47.348853
1881759531283206446,The tweet promotes the features and benefits of OctaSwap as a decentralized exchange (DEX) for DeFi enthusiasts.,8,7,"{'OCT': 9, 'ETH': 6, 'BTC': 5}",2025-02-09T01:48:49.397364
1881781588561985672,The user encourages engagement with the Stacks ecosystem by listing key items for newcomers to adopt.,8,6,{'STX': 9},2025-02-09T01:48:51.048709
1881771309723799828,"The tweet suggests that the upcoming listing of the $DEFI token on Binance could lead to significant price increases, indicating strategic buying behavior.",9,7,{'$DEFI': 8},2025-02-09T01:48:52.880329
1881819195035566530,The user expresses excitement about potential rapid price increases for cryptocurrencies $LINK and $ONDO due to recent SEC news.,9,4,"{'$LINK': 8, '$ONDO': 8}",2025-02-09T01:48:54.312732
1881795968603210171,The tweet highlights the economic benefits of blockchain technology through local applications and emphasizes the onchain effect.,8,5,{'XLM': 7},2025-02-09T01:48:55.949155
1881830004214088105,The tweet expresses a positive sentiment without clear crypto content.,3,2,{'BELL': 8},2025-02-09T01:48:56.872850
1881788638939549887,"The tweet discusses interest in a blockchain-based stock market, referencing $SPX and seeking opinions from followers, including @elonmusk.",8,7,{'$SPX': 9},2025-02-09T01:48:58.855609
1881833451063763015,The tweet is encouraging builders to engage with the TON blockchain project.,8,5,{'TON': 7},2025-02-09T01:49:00.258176
1881794577126072715,The tweet promotes $SUPRA by highlighting its advantages and urging followers to stay updated.,8,5,{'$SUPRA': 9},2025-02-09T01:49:01.467157
1881793887942963267,The tweet announces STR8FIRE's integration with StoryProtocol to enhance IP tokenization in entertainment.,8,7,"{'STR8FIRE': 9, 'STORY': 8}",2025-02-09T01:49:02.937086
1881794891656970642,The tweet expresses optimism for innovative developments associated with the TON blockchain in 2025.,8,6,{'TON': 7},2025-02-09T01:49:04.141564
1881791258106146973,"Announcement of Bellscoin ($BELLS) being listed on the Apple stock app, aimed at boosting visibility and engagement.",8,4,{'$BELLS': 7},2025-02-09T01:49:05.878789
1881815067915682029,"The tweet promotes a discussion about the NFID Wallet and its foundation on the Internet Computer, highlighting key thematic sections of the conversation.",8,6,{'$ICP': 7},2025-02-09T01:49:07.931013
1881835689639289188,The tweet promotes optimism about the price movement of $Dag after it surpasses a key level.,8,6,{'Dag': 8},2025-02-09T01:49:09.005873
1881713238259200454,The tweet highlights the recent tokenization of Exodus stock on the Algorand blockchain and engages the audience for their opinions.,8,7,{'ALGO': 9},2025-02-09T01:49:10.389090
1881799489612353920,The tweet celebrates an event involving Hedera and highlights the importance of decentralized technology.,8,6,{'HEDERA': 9},2025-02-09T01:49:11.924875
1881768492975915339,"The tweet promotes BETH, a new crypto project on the Solana network, encouraging participation in the market.",8,5,"{'BETH': 9, 'SOL': 8, 'BTC': 5, 'ETH': 5}",2025-02-09T01:49:13.562787
1881797346956325198,The user expresses a sense of satisfaction or relief with a one-word tweet.,4,3,{'XRP': 6},2025-02-09T01:49:14.994511
1881773854126743654,Dynex announces the formation of a Crypto Task Force to enhance its focus on the blockchain side and improve communication with the crypto community.,9,7,{'$DNX': 8},2025-02-09T01:49:16.429383
1881803486725292471,The tweet emphasizes the community aspect of Cardano and the role of its members in fostering innovation and a decentralized future.,8,6,{'ADA': 9},2025-02-09T01:49:17.966944
1881754576744825334,The tweet announces a deadline for mini-apps to migrate to the TON blockchain while adding a personal touch about the author's birthday.,8,6,{'TON': 9},2025-02-09T01:49:19.193918
1881742681157648551,"The tweet presents a detailed investment hypothesis for the memecoin $BEENZ, emphasizing its narrative, community support, and potential for celebrity endorsements as key investment drivers.",9,7,{'$BEENZ': 8},2025-02-09T01:49:20.955947
1881821728881684916,The user shares their investment in a Doodles NFT and discusses its potential and risks.,8,7,"{'Doodles': 8, 'burnttoast': 5}",2025-02-09T01:49:24.722809
1881851538265538753,The tweet announces the launch of an AI trading bot that enhances community engagement around the LT3 cryptocurrency project.,9,7,"{'LT3': 8, 'WaveformBackup': 7}",2025-02-09T01:49:30.560645
1881831641003311580,"The tweet promotes Joel Comm as a speaker at the upcoming Wagmi Miami conference, highlighting his expertise in NFTs and blockchain.",8,6,"{'NFT': 8, 'BLOCKCHAIN': 8, 'WEB3': 7}",2025-02-09T01:49:31.964175
1881812666915934637,"The tweet promotes a giveaway of whitelist spots for a blockchain project, targeting NFT holders and encouraging user engagement through social media tasks.",8,5,"{'FCFS': 7, 'NFT': 8, 'ETH': 6, 'GTD': 7}",2025-02-09T01:49:34.248504
1881798120268615827,The tweet promotes a sense of community related to an NFT collection but lacks direct cryptocurrency content.,6,4,{'SOL': 5},2025-02-09T01:49:35.475258
1881837379897675783,"The tweet expresses a passionate call to rally the community around the $DOG token, emphasizing determination and unity against challenges.",9,3,{'$DOG': 9},2025-02-09T01:49:37.117005
1881782116314382437,The tweet promotes minting NFTs to raise funds for wildlife conservation efforts.,8,5,"{'NFT': 9, 'ETH': 6, 'BTC': 4}",2025-02-09T01:49:40.189742
1881804040600002667,"The user promotes $lockin, suggesting it's an easy cryptocurrency to understand or use.",8,4,{'LOCKIN': 7},2025-02-09T01:49:41.620802
1881798701318062368,"The tweet promotes a new full 3D NFT collection with a focus on quality and storytelling, backed by notable platforms.",8,7,"{'NFT': 9, 'AbstractChain': 7, 'SuperRare': 8}",2025-02-09T01:49:43.563783
1881813542036189300,Announcement of the launch details for the Wolf Pack NFT Collection on the XRP platform.,9,4,"{'XRP': 8, 'NFT': 7}",2025-02-09T01:49:45.409056
1881770523254030813,The tweet promotes a chance to win a whitelist spot for the Gorilla Moverz NFT by engaging with the post and following specific accounts.,7,4,"{'GME': 0, 'BTC': 0, 'ETH': 0, 'GorillaMoverz': 8}",2025-02-09T01:49:47.457391
1881813292521546239,"This tweet expresses enthusiasm for purchasing more of the cryptocurrency $UFD, conveying a positive outlook towards its future value.",8,4,{'$UFD': 8},2025-02-09T01:49:48.582878
1881792178118394118,"The tweet promotes a giveaway event related to NFTs, inviting participants to join the Architects community.",7,4,"{'CULT': 6, 'OMIES': 8, 'STARGAZE': 7}",2025-02-09T01:49:49.812109
1881805827935441178,The user announces the creation of a new SMF wallet that will stake royalties in the $RAPR chart while maintaining support for NFT projects.,8,7,{'$RAPR': 7},2025-02-09T01:49:51.552917
1881812268956213636,The tweet suggests an exciting new journey for the 'Legend of Todd' project in the Berachain ecosystem.,7,5,{'BRC': 6},2025-02-09T01:49:52.882688
1881817295418200357,"The user is seeking feedback on the originality of their creative traits, potentially in the context of NFTs.",7,5,"{'NFT': 8, 'ETH': 2}",2025-02-09T01:49:56.765439
1881795596350321144,The tweet announces the completion of an airdrop for $KANSTAR and encourages eligible holders to check their wallets.,9,5,{'$KANSTAR': 8},2025-02-09T01:49:58.308914
1881833677661106657,The tweet announces a Valentine's Day card contest for $TRYAN with prizes for the best submissions.,8,3,{'$TRYAN': 7},2025-02-09T01:49:59.470713
1881816499129647529,The tweet promotes a new NFT collection in the Collab Room II curated by @Xer0x_NFT on the @hereandnow_exp platform.,8,5,"{'NFT': 9, 'TEZOS': 7}",2025-02-09T01:50:06.298402
1881677167949443320,"The tweet encourages optimism about the future gains of altcoins based on historical trends, urging followers not to lose hope during a downturn.",9,7,{'ALTS': 8},2025-02-09T01:50:07.390920
1881610763653333324,"The tweet highlights Donald Trump's support for U.S. altcoins, specifically the $RIO token, promoting its features and relevance in the blockchain space.",8,7,{'$RIO': 8},2025-02-09T01:50:08.653994
1881534092145246292,The user shares a list of promising AI altcoins with low market caps and invites followers to contribute their suggestions.,8,6,"{'$OCTA': 7, '$BERRY': 7, '$TRISIG': 6, '$TRIAS': 6, '$ALEPH': 7, '$BRO': 7, '$BCUBE': 6}",2025-02-09T01:50:11.417023
1881801457336488043,"The user expresses optimism about the potential of altcoins despite market discussions of a peak, suggesting most gains are yet to be realized.",8,7,"{'BTC': 5, 'ETH': 6, 'ALT': 8}",2025-02-09T01:50:13.059673
1881759664037376461,"The tweet discusses the potential financial independence for retailers if altcoins experience a price surge, questioning the actions of the wealthy in such a situation.",8,7,"{'BTC': 5, 'ETH': 6, 'ALT': 8}",2025-02-09T01:50:15.348766
1881531079728984296,"The tweet provides an optimistic community update for $MAGA Coin holders amidst a market downturn, emphasizing the strength of the community and potential future growth.",9,7,"{'$MAGA': 8, '$BTC': 7, '$ETH': 8, '$TRUMP': 6, '$MELANIA': 5}",2025-02-09T01:50:17.164519
1881726345899901160,"The tweet suggests that altcoins may experience bullish trends following the inauguration period, challenging the common belief that bullish sentiment is necessary for market growth.",8,6,{'TOTAL2': 7},2025-02-09T01:50:18.689489
1881691718204142040,The tweet expresses a strong belief that now is a risky moment to be pessimistic about altcoins debido a the potential for an imminent altcoin season breakout.,8,6,"{'BTC': 5, 'ALT': 9}",2025-02-09T01:50:20.146672
1881530372636442799,"The tweet expresses concern over Trump's silence on crypto and discusses market reactions, while promoting the purchase of altcoins.",8,6,"{'ETH': 7, 'altcoins': 8, 'WLFI': 6}",2025-02-09T01:50:22.581605
1881739885968785442,"The user expresses optimism about the potential rise of altcoins, contingent upon favorable news from Trump.",8,5,{'ALTCOIN': 8},2025-02-09T01:50:23.708292
1881675658428112972,The user expresses strong support for the undervalued cryptocurrency $TAO while discussing broader market sentiments around altcoins.,9,6,{'$TAO': 9},2025-02-09T01:50:25.038217
1881635189778198942,The user believes that the current crypto market cycle is still active and anticipates future price increases based on their interpretation of USDT dominance movements.,9,8,"{'USDT': 7, 'BTC': 6, 'ALTCOINS': 8}",2025-02-09T01:50:29.134581
1881566266345058743,The tweet shares predicted price targets for 9 altcoins and seeks audience agreement on these forecasts.,8,5,"{'KAS': 7, 'PROPS': 6, 'XCHNG': 5, 'QUBIC': 4, 'RIO': 8, 'OCTA': 7, 'YBR': 6, 'CREO': 5, 'BERRY': 6}",2025-02-09T01:50:31.940359
1881696337110204726,"The tweet discusses potential movements and interests in the crypto market, including speculations on various coins and sectors.",8,5,"{'TRUMP': 7, 'memecoins': 6, 'altcoins': 7, 'American cryptos': 5, 'DeFi': 8, 'gaming': 7, 'AI': 6}",2025-02-09T01:50:33.845541
1881789988272218497,"The user expresses an intent to align altcoin strategies with a political narrative, specifically referencing Trump.",7,5,"{'BTC': 6, 'ALTCOINS': 7}",2025-02-09T01:50:37.943488
1881686424908374374,The tweet emphasizes the importance of patience in investing in Bitcoin over altcoins for guaranteed returns.,9,7,"{'BTC': 9, 'ALT': 2}",2025-02-09T01:50:39.477195
1881727588676354294,The tweet critiques the hypocrisy of shitcoin proponents who prioritize Bitcoin in their personal investments while promoting altcoins to others.,8,7,"{'BTC': 9, 'ALTS': 3}",2025-02-09T01:50:41.112347
1881627797799453132,The tweet expresses enthusiasm for potential significant gains in the altcoin market based on a technical analysis pattern.,8,7,"{'altcoin': 9, 'others': 7}",2025-02-09T01:50:42.752498
1881803456714797088,"The author advocates for meme trading in crypto, highlighting its profitability while criticizing traditional long-term strategies.",9,7,"{'SOL': 9, 'BTC': 4, 'ETH': 5, 'ALTs': 6, 'MEME': 10}",2025-02-09T01:50:45.106060
1881849465918619858,"The tweet discusses a political incident involving handshaking etiquette between Doug Emhoff and Bruce Fischer, reflecting political tensions.",1,1,{},2025-02-09T01:50:46.205129
1881773984045531137,"The tweet discusses a bishop's direct appeal to political figures regarding immigration and mercy, highlighting social and political issues.",1,1,{},2025-02-09T01:50:47.343248
1881798780472946906,"The tweet expresses excitement about the potential price surge of the Trump token, urging others to support it.",7,3,{'$TRUMP': 8},2025-02-09T01:50:49.002330
1881819005880823853,The tweet emphasizes the importance of securing Bitcoin as a means to ensure a prosperous future.,9,5,{'BTC': 9},2025-02-09T01:50:50.238218
1881801543323935179,The tweet critiques Donald Trump's reaction to a religious leader's plea for compassion towards marginalized groups.,1,1,{},2025-02-09T01:50:51.218877
1881846557068427606,"The tweet speculates on Trump's comments and connects them to the market cap of a cryptocurrency token, implying a trivialization of its value.",7,5,"{'TRUMP': 4, 'TOKEN': 6}",2025-02-09T01:50:52.687163
1881787740779594151,The tweet highlights Ray Dalio's endorsement of Bitcoin as a risk-reducing asset for investment portfolios.,9,5,{'BTC': 8},2025-02-09T01:50:54.331505
1881828421019533573,"The tweet encourages followers to hold onto their investments in $DOG, expressing optimism for its future growth.",9,3,{'$DOG': 8},2025-02-09T01:50:55.721361
1881776865779790157,The tweet appears to express concern for an individual possibly linked to the Bitcoin community.,4,1,{'BTC': 6},2025-02-09T01:50:57.392453
1881809494331490410,"The tweet discusses the potential price movement of Bitcoin after breaking its previous cycle high, inviting community input on future price levels.",8,7,{'BTC': 8},2025-02-09T01:50:58.726761
1881817185217065133,"The tweet discusses Coinbase CEO's comments on Donald Trump's ambition to embrace Bitcoin as a financial standard, suggesting a shift towards a Bitcoin-centric monetary system.",8,7,{'BTC': 9},2025-02-09T01:51:00.157584
1881782827764642075,"The tweet expresses excitement about a potential Bitcoin executive order by Trump, predicting a significant price increase.",9,4,{'BTC': 9},2025-02-09T01:51:01.187303
1881811075362177207,"The tweet discusses the ambition of Trump to be the first Bitcoin President, as stated by the Coinbase CEO.",9,5,{'BTC': 8},2025-02-09T01:51:02.823813
1881778748686802949,"The tweet expresses satisfaction among Bitcoin traders after a price surge to $17,000.",9,6,{'BTC': 8},2025-02-09T01:51:03.891205
1881817812832035240,"The tweet shares an updated high time frame (HTF) chart for Bitcoin ($BTC), indicating a focus on technical analysis.",9,8,{'BTC': 7},2025-02-09T01:51:05.389173
1881819554047021501,"The tweet promotes the idea of using Bitcoin for transactions, highlighting a unique experience in Isla Mujeres.",8,5,{'BTC': 9},2025-02-09T01:51:06.510152
1881822048416342308,The tweet expresses excitement about the potential of Ethereum ($ETH) in 2025.,8,4,{'$ETH': 9},2025-02-09T01:51:07.742614
1881853138120200223,"The tweet shares a live video of Biden, showing a lack of direct relevance to cryptocurrency.",2,1,{},2025-02-09T01:51:09.173701
1881851708730659275,"The tweet describes two agents collaborating to purchase pizza using the Base platform, highlighting a fun use of blockchain technology.",6,4,{'BASE': 7},2025-02-09T01:51:10.198108
1881797530696224914,"The tweet expresses skepticism towards a perceived group affecting Ethereum, questioning their legitimacy.",8,5,{'ETH': 4},2025-02-09T01:51:11.425689
1881828569887998082,The user is expressing surprise at a potential mention of ApeChain by Trump during a live presser.,9,5,{'APE': 8},2025-02-09T01:51:13.369533
1881837476790342036,"The tweet announces a significant increase in liquidity for the DOGE community on Solana, encouraging investment and support.",8,5,"{'DOGE': 7, 'SOL': 6, 'ETH': 5, 'BASE': 4}",2025-02-09T01:51:15.112207
1881838836260667564,"The user promotes and defends the value of Rumble Kongs as an underrated NFT, while sharing gameplay content.",8,5,{'RKONG': 8},2025-02-09T01:51:16.340981
1881852033348866172,The user expresses bullish sentiment regarding Ethereum (ETH) due to a previous investment experience.,9,7,{'ETH': 8},2025-02-09T01:51:17.467832
1881850716098343211,"The tweet expresses a positive mindset and a goal of personal improvement, with no direct reference to cryptocurrency.",2,1,{},2025-02-09T01:51:19.106435
1881809104358035580,"The user is calling for support or action in relation to the $REKT cryptocurrency, possibly as part of a broader trend or community culture.",8,4,{'$REKT': 6},2025-02-09T01:51:20.335009
1881837596780945491,The user is jokingly claiming they will retire and asks for engagement on their post.,4,3,"{'ETH': 5, 'SOL': 4}",2025-02-09T01:51:22.074511
1881824068057600054,"The user is optimistic about a potential breakout for ETH despite current negative sentiment, linking it to a bullish outlook on $SPX.",7,5,"{'ETH': 4, 'SPX': 8}",2025-02-09T01:51:23.919462
1881850734880424301,The user is encouraging a bullish sentiment towards cryptocurrency or decentralized opportunities.,7,4,"{'BTC': 6, 'ETH': 7, 'NFT': 8}",2025-02-09T01:51:26.796393
1881820981213458616,"The tweet appears to imply a challenge or contest related to cryptocurrency, likely engaging followers in a competitive manner.",6,4,"{'BTC': 7, 'SOL': 8}",2025-02-09T01:51:28.939051
1881836910609575937,"User expresses shock or surprise through an emoji, likely in response to a recent event or development in the crypto space.",4,2,{},2025-02-09T01:51:30.473311
1881826716659949791,The tweet promotes the potential life-changing benefits of a coin labeled $SPX.,7,3,{'$SPX': 8},2025-02-09T01:51:31.791092
1881840980195971097,The tweet expresses deep gratitude and admiration for a mentor in the crypto space who has provided support and guidance.,8,3,{'ETH': 9},2025-02-09T01:51:33.235612
1881839789860909474,"The tweet expresses a bullish sentiment towards Donald Trump's partnership with AI projects, hinting at potential utility in crypto.",6,5,"{'TRUMP': 8, 'UTILITY': 7}",2025-02-09T01:51:34.773086
1881704649386012992,The tweet highlights a significant increase in stablecoin activity on the Solana blockchain.,8,6,"{'SOL': 7, 'USDC': 8, 'TUSD': 7}",2025-02-09T01:51:36.412599
1881569605681844301,"Charles Hoskinson discusses upcoming integrations for Cardano, emphasizing the importance of stablecoins and oracles.",9,7,{'ADA': 8},2025-02-09T01:51:37.945519
1881714689022763297,The tweet discusses the importance of dollar-backed stablecoins for US economic influence and encourages engagement through a podcast episode.,7,6,"{'USDT': 8, 'USDC': 7, 'DAI': 6}",2025-02-09T01:51:40.403147
1881808086303965294,The user seeks feedback on their tracker for international stablecoins and invites suggestions for additions.,8,6,"{'USDT': 5, 'USDC': 6, 'BUSD': 4, 'DAI': 5, 'TUSD': 3}",2025-02-09T01:51:42.042705
1881749070915780924,The tweet promotes the advantages of stablecoins in the cryptocurrency landscape.,8,6,"{'USDT': 9, 'DAI': 8, 'USDC': 8}",2025-02-09T01:51:43.474904
1881746934836449574,"The tweet highlights a discussion on the adoption of stablecoins at a blockchain convention, emphasizing their future ubiquity in everyday transactions.",8,6,{'$QNT': 9},2025-02-09T01:51:44.706564
1881789461593567491,The tweet advocates for the potential of stablecoins in transforming payment systems while highlighting a discussion on crypto policy.,9,7,"{'$USDG': 8, '$USDL': 8, '$PYUSD': 8, '$USDP': 8, '$PAXG': 8}",2025-02-09T01:51:46.754259
1881672373600166300,"The tweet questions why someone wouldn't convert profits into stablecoins, indicating a strategy discussion around risk management in crypto investments.",7,5,"{'USDT': 8, 'USDC': 8, 'BTC': 6, 'ETH': 5}",2025-02-09T01:51:50.337247
1881680969155113355,The tweet highlights the positive impact of stablecoins and DeFi on savings amidst high inflation in developing countries.,9,6,"{'stablecoins': 8, 'DeFi': 9, 'crypto': 7}",2025-02-09T01:51:52.226989
1881802255269286031,The tweet discusses the wealth effect related to $TRUMP and mentions stablecoins in a specific wallet.,7,6,"{'$TRUMP': 5, 'stablecoins': 7}",2025-02-09T01:51:53.923218
1881747755900526777,"The tweet promotes the upcoming TGE of eMoney Network, highlighting new integrations with Solana and the excitement surrounding the project.",9,7,"{'$SOL': 8, '$EMYC': 9}",2025-02-09T01:51:55.151597
1881673372473643224,The tweet announces a significant legislative development regarding the investment of state funds in Bitcoin and stablecoins in Utah.,9,5,"{'BTC': 9, 'USDT': 7}",2025-02-09T01:51:56.277908
1881785269244010592,The tweet expresses enthusiasm for the Superchain and promotes the Eco Portal for stablecoin swaps.,8,7,"{'ARBITRUM': 8, 'BASE': 8, 'OPTIMISM': 8, '0X_MANTLE': 8}",2025-02-09T01:51:57.913481
1881686461805703443,The tweet discusses the significance of Plume Network's stablecoins and their role in bridging traditional finance with DeFi.,9,8,"{'PLUME': 9, 'USD': 8, 'USDC': 7, 'DAI': 7, 'USDT': 6}",2025-02-09T01:51:59.660842
1881678539134758951,"The tweet expresses excitement about Cardano ($ADA) surpassing the $1 mark, while dismissing the need for stablecoins.",8,5,{'$ADA': 9},2025-02-09T01:52:01.312054
1881713668200567006,The tweet promotes the positive investment potential of $FXS by highlighting its advantages and inviting others to reconsider their stance.,9,7,{'$FXS': 8},2025-02-09T01:52:02.544908
1881625116846469557,"The user is promoting Hydration as a leading DeFi platform on Polkadot, highlighting its innovative features and upcoming stablecoin.",9,7,"{'DOT': 8, 'HOLLAR': 7}",2025-02-09T01:52:04.122914
1881725982383444001,"The tweet discusses Circle's acquisition of Hashnote, highlighting the growing relationship between stablecoins and tokenization as key trends in crypto adoption.",8,7,"{'USDC': 8, 'USYC': 7}",2025-02-09T01:52:05.491548
1881750501307637771,The user is bullish on $RENDER and believes significant investment is imminent due to stablecoins flowing onto Solana.,9,7,"{'$RENDER': 9, '$SOL': 6, '$AI': 5, '$DePIN': 4}",2025-02-09T01:52:07.027720
1881827195448119575,"The tweet highlights the filing of multiple crypto ETFs, featuring notable cryptocurrencies like Doge and a proposed 'Trump Coin'.",9,4,"{'BTC': 7, 'Doge': 8, 'TrumpCoin': 6}",2025-02-09T01:52:08.428802
1881654467470500319,The tweet promotes the Walletverse app for storing crypto tokens while humorously reflecting on the user's current wallet situation.,8,5,"{'TrumpCoin': 4, 'crypto': 7, 'cryptonews': 6, 'cryptomarket': 5, 'cryptowallet': 8, 'cryptoinvesting': 6}",2025-02-09T01:52:10.407650
1881666968446808219,The tweet promotes an AI-driven tool designed to identify and curate emerging crypto assets based on market trends.,9,6,"{'BTC': 7, 'ETH': 0, 'XRP': 0, 'LTC': 0, 'DOT': 0, 'AI': 8}",2025-02-09T01:52:13.480468
1881721082723684776,The user invites followers to join a chat about potential altcoin gains and shares future investment opportunities.,8,5,"{'$trump': 7, 'Bitcoin': 5, 'AltcoinGains': 8, 'AltcoinSeason': 6, 'CryptoTrading': 7, 'CryptoCommunity': 7, 'CryptoInvesting': 6, 'Blockchain': 5, 'CryptoTips': 7, '3XProfit': 8}",2025-02-09T01:52:15.732486
1881688172834562476,The tweet expresses frustration over negative perceptions of the crypto industry while advocating for AlchemyPay and supporting various crypto concepts.,8,6,"{'ALY': 8, 'BTC': 7, 'ETH': 7, 'NFTs': 6, 'AI': 5}",2025-02-09T01:52:17.475605
1881811013034459307,"The tweet promotes the strategy of buying cryptocurrency during dips to secure long-term growth, specifically highlighting $Nexa.",8,5,{'$Nexa': 8},2025-02-09T01:52:19.009395
1881570574373458087,"The user advocates for buying $CELL tokens during a perceived market lull, suggesting that a significant price movement is imminent.",8,4,"{'$CELL': 8, '$BTC': 5, '$TRIAS': 4, '$ICP': 4, '$XRP': 4, '$STBU': 3, '$RENDER': 3}",2025-02-09T01:52:21.057534
1881779769995653535,"Clustr Labs promotes the deflationary tokenomics of their $CLUSTR token, highlighting significant token burns and mechanisms to enhance scarcity and value for holders.",9,8,{'$CLUSTR': 9},2025-02-09T01:52:23.105430
1881712024754782567,The tweet promotes $RIO as a superior investment and encourages $TRUMP holders to switch to $RIO due to its promising features and future developments.,8,5,"{'$RIO': 9, '$SOL': 6, '$TRUMP': 4}",2025-02-09T01:52:24.845844
1881730569501114637,The tweet promotes investment in the $LOCK cryptocurrency by highlighting its tokenomics and urging others not to miss the opportunity.,8,6,{'$LOCK': 8},2025-02-09T01:52:26.501644
1881806979892654475,"The tweet announces the launch of a new memecoin, TechLead Coin (TL), along with its tokenomics and swap details.",9,7,"{'TL': 8, 'USDC': 6, 'MM': 5}",2025-02-09T01:52:28.437526
1881796663645192411,The tweet promotes $GNME's tokenomics and commitment to a sustainable ecosystem in crypto mining on the Solana platform.,9,7,{'$GNME': 8},2025-02-09T01:52:29.555017
1881695171068248320,The tweet promotes $Abt as a promising American-made cryptocurrency now listed on CoinGecko and highlights favorable tax changes and strong tokenomics.,9,6,{'$Abt': 9},2025-02-09T01:52:31.893480
1881834640287375515,The tweet promotes $FRN as a token that benefits from MEV bots while emphasizing its charitable purpose and unique tokenomics.,8,7,"{'$FRN': 9, '$SOL': 8}",2025-02-09T01:52:34.517476
1881776810616311987,"The tweet promotes the fair launch and community-driven nature of the $UFD meme-coin, highlighting its unique tokenomics and focus on sustainability.",8,7,{'$UFD': 9},2025-02-09T01:52:36.353272
1881776290883371343,The tweet announces improved tokenomics for $OCADA holders to enhance investor confidence and reduce selling pressure.,8,5,{'$OCADA': 9},2025-02-09T01:52:37.542687
1881581925954974115,The tweet promotes Levva as a user-friendly DeFi platform that simplifies yield farming and liquidity management while emphasizing its community-driven tokenomics.,9,6,"{'$LVVA': 8, 'DeFi': 9}",2025-02-09T01:52:40.204607
1881706640791232807,The user is anticipating a price target for $XYO and expresses confidence in its potential while indicating past performance.,8,7,{'XYO': 9},2025-02-09T01:52:41.538202
1881832771347206333,The tweet promotes the $TOMU tokenomics and highlights the allocation of tokens aimed at building community trust and sustainability.,8,6,"{'$TOMU': 9, 'HBAR': 7}",2025-02-09T01:52:43.278265
1881693546799120638,The tweet promotes the release of a Token Paper detailing an airdrop and the tokenomics of Reputation Finance.,8,7,"{'$AUT': 9, '#RepFi': 8}",2025-02-09T01:52:44.708191
1881697477268574423,The tweet announces the launch of the $PLUME token generation event (TGE) and highlights its significance and benefits.,9,7,{'$PLUME': 8},2025-02-09T01:52:46.043212
1881707911292105009,"The tweet celebrates the activation of the 17th protocol upgrade for Tezos, highlighting its improvements in transactions and staking.",9,7,{'XTZ': 9},2025-02-09T01:52:47.478173
